date,lat,lon,log_CI_cells_mL,bloom
2018-05-17,44.67810570958355,-122.19169226682271,0.0,0
2018-05-17,44.67810570958355,-122.19513425235763,0.0,0
2018-05-17,44.68498968065339,-122.19857623789257,0.0,0
2018-05-17,44.69187365172321,-122.20890219449734,0.0,0
2018-05-17,44.69187365172321,-122.21234418003226,0.0,0
2018-05-17,44.69187365172321,-122.21578616556718,0.0,0
2018-05-17,44.69187365172322,-122.2054602089624,12.34186046359688,1
2018-05-17,44.69187365172322,-122.20890219449733,12.037920781771716,1
2018-05-17,44.69187365172322,-122.21234418003225,11.678720063904052,1
2018-05-17,44.69187365172322,-122.21578616556717,12.922109985310152,1
2018-05-17,44.69531563725813,-122.19857623789258,0.0,0
2018-05-17,44.69531563725813,-122.2020182234275,0.0,0
2018-05-17,44.69531563725813,-122.20546020896242,0.0,0
2018-05-17,44.69531563725813,-122.20890219449734,0.0,0
2018-05-17,44.69531563725814,-122.19857623789257,12.701062420845501,1
2018-05-17,44.69531563725814,-122.20201822342749,12.562907766821061,1
2018-05-17,44.69531563725814,-122.2054602089624,12.065551641671616,1
2018-05-17,44.69531563725814,-122.20890219449733,12.34186046359688,1
2018-05-17,44.69531563725814,-122.21234418003225,12.258967777508905,1
2018-05-17,44.69531563725814,-122.21578616556717,12.258967777508905,1
2018-05-17,44.69531563725814,-122.21922815110209,9.578823167559282,1
2018-05-17,44.69531563725814,-122.222670136637,12.176075124025687,1
2018-05-17,44.69531563725814,-122.22611212217193,12.507645923418615,1
2018-05-17,44.69875762279305,-122.19169226682276,0.0,0
2018-05-17,44.69875762279305,-122.19513425235766,0.0,0
2018-05-17,44.69875762279305,-122.19857623789258,0.0,0
2018-05-17,44.69875762279305,-122.2020182234275,0.0,0
2018-05-17,44.69875762279305,-122.20546020896242,0.0,0
2018-05-17,44.69875762279306,-122.19169226682271,11.678720063904052,1
2018-05-17,44.69875762279306,-122.19513425235763,11.236628436291438,1
2018-05-17,44.69875762279306,-122.19857623789257,11.402412549076622,1
2018-05-17,44.69875762279306,-122.20201822342749,12.34186046359688,1
2018-05-17,44.69875762279306,-122.2054602089624,12.34186046359688,1
2018-05-17,44.69875762279306,-122.22611212217193,11.816874076260518,1
2018-05-17,44.69875762279306,-122.22955410770685,11.816874076260518,1
2018-05-17,44.69875762279306,-122.23299609324177,11.816874076260518,1
2018-05-17,44.69875762279306,-122.23643807877669,8.749981830138514,0
2018-05-17,44.69875762279306,-122.24332204984653,0.0,0
2018-05-17,44.69875762279306,-122.24676403538145,0.0,0
2018-05-17,44.70219960832797,-122.18825028128784,0.0,0
2018-05-17,44.70219960832797,-122.19169226682276,0.0,0
2018-05-17,44.70219960832797,-122.19513425235766,0.0,0
2018-05-17,44.70219960832797,-122.19857623789258,0.0,0
2018-05-17,44.70219960832797,-122.23643807877669,0.0,0
2018-05-17,44.70219960832797,-122.2398800643116,0.0,0
2018-05-17,44.70219960832798,-122.18825028128782,12.093182505965077,1
2018-05-17,44.70219960832798,-122.19169226682271,11.733981650646157,1
2018-05-17,44.70219960832798,-122.19513425235763,11.733981650646157,1
2018-05-17,44.70219960832798,-122.19857623789257,12.148444247256997,1
2018-05-17,44.70219960832798,-122.23299609324177,8.749981830138514,0
2018-05-17,44.70219960832798,-122.23643807877669,8.749981830138514,0
2018-05-17,44.70219960832798,-122.2398800643116,0.0,0
2018-05-17,44.705641593862886,-122.181366310218,0.0,0
2018-05-17,44.705641593862886,-122.18480829575292,0.0,0
2018-05-17,44.705641593862886,-122.18825028128784,0.0,0
2018-05-17,44.705641593862886,-122.19169226682276,0.0,0
2018-05-17,44.705641593862886,-122.19513425235766,0.0,0
2018-05-17,44.705641593862886,-122.23643807877669,0.0,0
2018-05-17,44.705641593862886,-122.2398800643116,0.0,0
2018-05-17,44.7056415938629,-122.18136631021798,12.286598669381332,1
2018-05-17,44.7056415938629,-122.1848082957529,11.927397388621811,1
2018-05-17,44.7056415938629,-122.18825028128782,12.81158618639293,1
2018-05-17,44.7056415938629,-122.19169226682271,13.060264775599007,1
2018-05-17,44.7056415938629,-122.19513425235763,11.733981650646157,1
2018-05-17,44.7056415938629,-122.23643807877669,8.749981830138514,0
2018-05-17,44.7056415938629,-122.2398800643116,8.749981830138514,0
2018-05-17,44.709083579397806,-122.181366310218,0.0,0
2018-05-17,44.709083579397806,-122.18480829575292,0.0,0
2018-05-17,44.709083579397806,-122.18825028128784,0.0,0
2018-05-17,44.709083579397806,-122.2398800643116,0.0,0
2018-05-17,44.70908357939781,-122.17448233914814,11.678720063904052,1
2018-05-17,44.70908357939781,-122.17792432468306,11.678720063904052,1
2018-05-17,44.70908357939781,-122.18136631021798,11.595827732771369,1
2018-05-17,44.70908357939781,-122.1848082957529,11.927397388621811,1
2018-05-17,44.70908357939781,-122.18825028128782,10.6840177399065,1
2018-05-17,44.70908357939781,-122.19169226682271,8.749981830138514,0
2018-05-17,44.70908357939781,-122.23643807877669,0.0,0
2018-05-17,44.70908357939781,-122.2398800643116,8.749981830138514,0
2018-05-17,44.712525564932726,-122.17792432468308,0.0,0
2018-05-17,44.712525564932726,-122.181366310218,0.0,0
2018-05-17,44.712525564932726,-122.18480829575292,0.0,0
2018-05-17,44.71252556493273,-122.16415638254338,12.701062420845501,1
2018-05-17,44.71252556493273,-122.1675983680783,12.81158618639293,1
