date,lat,lon,log_CI_cells_mL,bloom
2021-05-26,44.67810570958355,-122.19169226682271,0.0,0
2021-05-26,44.67810570958355,-122.19513425235763,0.0,0
2021-05-26,44.68498968065339,-122.19857623789257,0.0,0
2021-05-26,44.69187365172321,-122.20890219449734,0.0,0
2021-05-26,44.69187365172321,-122.21234418003226,0.0,0
2021-05-26,44.69187365172321,-122.21578616556718,0.0,0
2021-05-26,44.69187365172322,-122.2054602089624,10.518235744014877,1
2021-05-26,44.69187365172322,-122.20890219449733,10.352454492970496,1
2021-05-26,44.69187365172322,-122.21234418003225,0.0,0
2021-05-26,44.69187365172322,-122.21578616556717,0.0,0
2021-05-26,44.69531563725813,-122.19857623789258,0.0,0
2021-05-26,44.69531563725813,-122.2020182234275,0.0,0
2021-05-26,44.69531563725813,-122.20546020896242,0.0,0
2021-05-26,44.69531563725813,-122.20890219449734,0.0,0
2021-05-26,44.69531563725814,-122.19857623789257,10.573496332560213,1
2021-05-26,44.69531563725814,-122.20201822342749,10.932691886251902,1
2021-05-26,44.69531563725814,-122.2054602089624,8.749981830138514,0
2021-05-26,44.69531563725814,-122.20890219449733,9.74459872564953,1
2021-05-26,44.69531563725814,-122.21234418003225,10.628756999257917,1
2021-05-26,44.69531563725814,-122.21578616556717,10.628756999257917,1
2021-05-26,44.69531563725814,-122.21922815110209,0.0,0
2021-05-26,44.69531563725814,-122.222670136637,8.749981830138514,0
2021-05-26,44.69531563725814,-122.22611212217193,8.749981830138514,0
2021-05-26,44.69875762279305,-122.19169226682276,0.0,0
2021-05-26,44.69875762279305,-122.19513425235766,0.0,0
2021-05-26,44.69875762279305,-122.19857623789258,0.0,0
2021-05-26,44.69875762279305,-122.2020182234275,0.0,0
2021-05-26,44.69875762279305,-122.20546020896242,0.0,0
2021-05-26,44.69875762279306,-122.19169226682271,11.430043265819663,1
2021-05-26,44.69875762279306,-122.19513425235763,9.74459872564953,1
2021-05-26,44.69875762279306,-122.19857623789257,12.010289926388463,1
2021-05-26,44.69875762279306,-122.20201822342749,11.51293546492023,1
2021-05-26,44.69875762279306,-122.2054602089624,11.51293546492023,1
2021-05-26,44.69875762279306,-122.22611212217193,8.749981830138514,0
2021-05-26,44.69875762279306,-122.22955410770685,8.749981830138514,0
2021-05-26,44.69875762279306,-122.23299609324177,8.749981830138514,0
2021-05-26,44.69875762279306,-122.23643807877669,8.749981830138514,0
2021-05-26,44.69875762279306,-122.24332204984653,0.0,0
2021-05-26,44.69875762279306,-122.24676403538145,0.0,0
2021-05-26,44.70219960832797,-122.18825028128784,0.0,0
2021-05-26,44.70219960832797,-122.19169226682276,0.0,0
2021-05-26,44.70219960832797,-122.19513425235766,0.0,0
2021-05-26,44.70219960832797,-122.19857623789258,0.0,0
2021-05-26,44.70219960832797,-122.23643807877669,0.0,0
2021-05-26,44.70219960832797,-122.2398800643116,0.0,0
2021-05-26,44.70219960832798,-122.18825028128782,10.822169889496113,1
2021-05-26,44.70219960832798,-122.19169226682271,12.037920781771716,1
2021-05-26,44.70219960832798,-122.19513425235763,12.037920781771716,1
2021-05-26,44.70219960832798,-122.19857623789257,11.402412549076622,1
2021-05-26,44.70219960832798,-122.23299609324177,8.749981830138514,0
2021-05-26,44.70219960832798,-122.23643807877669,8.749981830138514,0
2021-05-26,44.70219960832798,-122.2398800643116,0.0,0
2021-05-26,44.705641593862886,-122.181366310218,0.0,0
2021-05-26,44.705641593862886,-122.18480829575292,0.0,0
2021-05-26,44.705641593862886,-122.18825028128784,0.0,0
2021-05-26,44.705641593862886,-122.19169226682276,0.0,0
2021-05-26,44.705641593862886,-122.19513425235766,0.0,0
2021-05-26,44.705641593862886,-122.23643807877669,0.0,0
2021-05-26,44.705641593862886,-122.2398800643116,0.0,0
2021-05-26,44.7056415938629,-122.18136631021798,10.407714819394293,1
2021-05-26,44.7056415938629,-122.1848082957529,10.352454492970496,1
2021-05-26,44.7056415938629,-122.18825028128782,11.098475283729242,1
2021-05-26,44.7056415938629,-122.19169226682271,12.093182505965077,1
2021-05-26,44.7056415938629,-122.19513425235763,12.037920781771716,1
2021-05-26,44.7056415938629,-122.23643807877669,8.749981830138514,0
2021-05-26,44.7056415938629,-122.2398800643116,8.749981830138514,0
2021-05-26,44.709083579397806,-122.181366310218,0.0,0
2021-05-26,44.709083579397806,-122.18480829575292,0.0,0
2021-05-26,44.709083579397806,-122.18825028128784,0.0,0
2021-05-26,44.709083579397806,-122.2398800643116,0.0,0
2021-05-26,44.70908357939781,-122.17448233914814,12.480015005914463,1
2021-05-26,44.70908357939781,-122.17792432468306,12.480015005914463,1
2021-05-26,44.70908357939781,-122.18136631021798,9.247278111721917,1
2021-05-26,44.70908357939781,-122.1848082957529,11.208997784497312,1
2021-05-26,44.70908357939781,-122.18825028128782,9.413049515062943,1
2021-05-26,44.70908357939781,-122.19169226682271,11.0432141014518,1
2021-05-26,44.70908357939781,-122.23643807877669,0.0,0
2021-05-26,44.70908357939781,-122.2398800643116,8.749981830138514,0
2021-05-26,44.712525564932726,-122.17792432468308,0.0,0
2021-05-26,44.712525564932726,-122.181366310218,0.0,0
2021-05-26,44.712525564932726,-122.18480829575292,0.0,0
2021-05-26,44.71252556493273,-122.16415638254338,9.357792112059133,1
2021-05-26,44.71252556493273,-122.1675983680783,11.070844686650638,1
2021-05-26,44.71252556493273,-122.17104035361322,12.065551641671616,1
2021-05-26,44.71252556493273,-122.17448233914814,11.126105892363869,1
2021-05-26,44.71252556493273,-122.17792432468306,10.076154438719753,1
2021-05-26,44.71252556493273,-122.18136631021798,9.302534972621315,1
2021-05-26,44.71252556493273,-122.1848082957529,11.733981650646157,1
2021-05-26,44.71252556493273,-122.24332204984653,0.0,0
2021-05-26,44.71596755046765,-122.16071439700846,11.733981650646157,1
2021-05-26,44.71596755046765,-122.16415638254338,12.176075124025687,1
2021-05-26,44.71596755046765,-122.1675983680783,10.877430859039139,1
2021-05-26,44.71596755046765,-122.18136631021798,11.153736512239593,1
2021-05-26,44.71596755046765,-122.1848082957529,11.153736512239593,1
2021-05-26,44.71596755046765,-122.24676403538145,0.0,0
2021-05-26,44.719409536002566,-122.15383042593864,0.0,0
2021-05-26,44.719409536002566,-122.15727241147356,0.0,0
2021-05-26,44.719409536002566,-122.16071439700848,0.0,0
2021-05-26,44.71940953600257,-122.15383042593862,12.231336889257387,1
2021-05-26,44.71940953600257,-122.15727241147354,11.761612453284283,1
2021-05-26,44.71940953600257,-122.16071439700846,11.789243261876493,1
2021-05-26,44.71940953600257,-122.17792432468306,11.872135721776964,1
2021-05-26,44.71940953600257,-122.18136631021798,11.706350854128917,1
2021-05-26,44.71940953600257,-122.24676403538145,0.0,0
2021-05-26,44.722851521537486,-122.15038844040372,0.0,0
2021-05-26,44.722851521537486,-122.15383042593864,0.0,0
2021-05-26,44.72285152153749,-122.1503884404037,12.037920781771716,1
2021-05-26,44.72285152153749,-122.15383042593862,11.623458503041514,1
2021-05-26,44.72285152153749,-122.17448233914814,10.6840177399065,1
2021-05-26,44.726293507072405,-122.1469464548688,11.374781840860889,1
2021-05-26,44.726293507072405,-122.1503884404037,11.844504896278522,1
2021-05-26,44.726293507072405,-122.15383042593862,11.651089280147842,1
2021-05-26,44.726293507072405,-122.1675983680783,11.789243261876493,1
2021-05-26,44.7262935070724,-122.15038844040372,0.0,0
2021-05-26,44.7262935070724,-122.15383042593864,0.0,0
2021-05-26,44.729735492607325,-122.16415638254338,11.291889769800145,1
