date,lat,lon,log_CI_cells_mL,bloom
2017-06-14,44.67810570958355,-122.19169226682271,0.0,0
2017-06-14,44.67810570958355,-122.19513425235763,0.0,0
2017-06-14,44.68498968065339,-122.19857623789257,0.0,0
2017-06-14,44.69187365172321,-122.20890219449734,0.0,0
2017-06-14,44.69187365172321,-122.21234418003226,0.0,0
2017-06-14,44.69187365172321,-122.21578616556718,0.0,0
2017-06-14,44.69187365172322,-122.2054602089624,13.889194209906039,1
2017-06-14,44.69187365172322,-122.20890219449733,12.507645923418615,1
2017-06-14,44.69187365172322,-122.21234418003225,13.28131252247059,1
2017-06-14,44.69187365172322,-122.21578616556717,13.557622321743946,1
2017-06-14,44.69531563725813,-122.19857623789258,0.0,0
2017-06-14,44.69531563725813,-122.2020182234275,0.0,0
2017-06-14,44.69531563725813,-122.20546020896242,0.0,0
2017-06-14,44.69531563725813,-122.20890219449734,0.0,0
2017-06-14,44.69531563725814,-122.19857623789257,13.585253307589488,1
2017-06-14,44.69531563725814,-122.20201822342749,13.861563214816286,1
2017-06-14,44.69531563725814,-122.2054602089624,12.977371896176559,1
2017-06-14,44.69531563725814,-122.20890219449733,13.640515282138026,1
2017-06-14,44.69531563725814,-122.21234418003225,12.866848081907584,1
2017-06-14,44.69531563725814,-122.21578616556717,12.866848081907584,1
2017-06-14,44.69531563725814,-122.21922815110209,12.258967777508905,1
2017-06-14,44.69531563725814,-122.222670136637,13.005002854282447,1
2017-06-14,44.69531563725814,-122.22611212217193,13.861563214816286,1
2017-06-14,44.69875762279305,-122.19169226682276,0.0,0
2017-06-14,44.69875762279305,-122.19513425235766,0.0,0
2017-06-14,44.69875762279305,-122.19857623789258,0.0,0
2017-06-14,44.69875762279305,-122.2020182234275,0.0,0
2017-06-14,44.69875762279305,-122.20546020896242,0.0,0
2017-06-14,44.69875762279306,-122.19169226682271,13.115526703416306,1
2017-06-14,44.69875762279306,-122.19513425235763,13.060264775599007,1
2017-06-14,44.69875762279306,-122.19857623789257,13.03263381410553,1
2017-06-14,44.69875762279306,-122.20201822342749,13.060264775599007,1
2017-06-14,44.69875762279306,-122.2054602089624,13.060264775599007,1
2017-06-14,44.69875762279306,-122.22611212217193,13.916825205705077,1
2017-06-14,44.69875762279306,-122.22955410770685,13.916825205705077,1
2017-06-14,44.69875762279306,-122.23299609324177,13.916825205705077,1
2017-06-14,44.69875762279306,-122.23643807877669,13.087895738717362,1
2017-06-14,44.69875762279306,-122.24332204984653,0.0,0
2017-06-14,44.69875762279306,-122.24676403538145,0.0,0
2017-06-14,44.70219960832797,-122.18825028128784,0.0,0
2017-06-14,44.70219960832797,-122.19169226682276,0.0,0
2017-06-14,44.70219960832797,-122.19513425235766,0.0,0
2017-06-14,44.70219960832797,-122.19857623789258,0.0,0
2017-06-14,44.70219960832797,-122.23643807877669,0.0,0
2017-06-14,44.70219960832797,-122.2398800643116,0.0,0
2017-06-14,44.70219960832798,-122.18825028128782,12.783955241732643,1
2017-06-14,44.70219960832798,-122.19169226682271,13.419467407903836,1
2017-06-14,44.70219960832798,-122.19513425235763,13.419467407903836,1
2017-06-14,44.70219960832798,-122.19857623789257,12.756324299214358,1
2017-06-14,44.70219960832798,-122.23299609324177,13.226050577173913,1
2017-06-14,44.70219960832798,-122.23643807877669,13.25368154915269,1
2017-06-14,44.70219960832798,-122.2398800643116,11.070844686650638,1
2017-06-14,44.705641593862886,-122.181366310218,0.0,0
2017-06-14,44.705641593862886,-122.18480829575292,0.0,0
2017-06-14,44.705641593862886,-122.18825028128784,0.0,0
2017-06-14,44.705641593862886,-122.19169226682276,0.0,0
2017-06-14,44.705641593862886,-122.19513425235766,0.0,0
2017-06-14,44.705641593862886,-122.23643807877669,0.0,0
2017-06-14,44.705641593862886,-122.2398800643116,0.0,0
2017-06-14,44.7056415938629,-122.18136631021798,13.695777260325405,1
2017-06-14,44.7056415938629,-122.1848082957529,13.861563214816286,1
2017-06-14,44.7056415938629,-122.18825028128782,13.47472937024769,1
2017-06-14,44.7056415938629,-122.19169226682271,14.358921220675118,1
2017-06-14,44.7056415938629,-122.19513425235763,13.419467407903836,1
2017-06-14,44.7056415938629,-122.23643807877669,13.198419606571775,1
2017-06-14,44.7056415938629,-122.2398800643116,13.198419606571775,1
2017-06-14,44.709083579397806,-122.181366310218,0.0,0
2017-06-14,44.709083579397806,-122.18480829575292,0.0,0
2017-06-14,44.709083579397806,-122.18825028128784,0.0,0
2017-06-14,44.709083579397806,-122.2398800643116,0.0,0
2017-06-14,44.70908357939781,-122.17448233914814,11.291889769800145,1
2017-06-14,44.70908357939781,-122.17792432468306,11.291889769800145,1
2017-06-14,44.70908357939781,-122.18136631021798,13.336574472978766,1
2017-06-14,44.70908357939781,-122.1848082957529,13.723408250722107,1
2017-06-14,44.70908357939781,-122.18825028128782,13.03263381410553,1
2017-06-14,44.70908357939781,-122.19169226682271,0.0,0
2017-06-14,44.70908357939781,-122.23643807877669,0.0,0
2017-06-14,44.70908357939781,-122.2398800643116,12.894479032649931,1
2017-06-14,44.712525564932726,-122.17792432468308,0.0,0
2017-06-14,44.712525564932726,-122.181366310218,0.0,0
2017-06-14,44.712525564932726,-122.18480829575292,0.0,0
2017-06-14,44.71252556493273,-122.16415638254338,13.502360353044974,1
2017-06-14,44.71252556493273,-122.1675983680783,13.778670234004247,1
2017-06-14,44.71252556493273,-122.17104035361322,14.110242194599207,1
2017-06-14,44.71252556493273,-122.17448233914814,14.248397204081376,1
2017-06-14,44.71252556493273,-122.17792432468306,13.308943497091114,1
